,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue
2113,Antarctica,Jewelery,2017-04,,
2114,Antarctica,Jewelery,2017-05,9.0,826.2
2115,Antarctica,Jewelery,2017-06,,
2116,Antarctica,Jewelery,2017-07,6.0,1466.3999999999999
2117,Antarctica,Jewelery,2017-08,6.0,2013.4799999999998
2118,Antarctica,Jewelery,2017-09,,
2119,Antarctica,Jewelery,2017-10,,
2120,Antarctica,Jewelery,2017-12,,
2121,Antarctica,Jewelery,2018-01,,
2122,Antarctica,Jewelery,2018-02,3.0,172.79999999999998
2123,Antarctica,Jewelery,2018-03,,
2124,Antarctica,Jewelery,2018-04,,
2125,Antarctica,Jewelery,2018-05,,
2126,Antarctica,Jewelery,2018-06,,
2127,Antarctica,Jewelery,2018-07,6.0,5250.96
2128,Antarctica,Jewelery,2018-08,,
2129,Antarctica,Jewelery,2018-09,,
2130,Antarctica,Jewelery,2018-10,6.0,729.5999999999999
2131,Antarctica,Jewelery,2018-11,,
2132,Antarctica,Jewelery,2018-12,2.0,617.76
2133,Antarctica,Jewelery,2019-01,,
2134,Antarctica,Jewelery,2019-02,1.0,272.49
2135,Antarctica,Jewelery,2019-03,,
2136,Antarctica,Jewelery,2019-04,,
2137,Antarctica,Jewelery,2019-05,,
2138,Antarctica,Jewelery,2019-06,4.0,3116.4
2139,Antarctica,Jewelery,2019-07,5.0,742.05
2140,Antarctica,Jewelery,2019-08,,
2141,Antarctica,Jewelery,2019-09,,
2142,Antarctica,Jewelery,2019-10,5.0,3861.0
2143,Antarctica,Jewelery,2019-12,,
2144,Antarctica,Jewelery,2020-01,,
2145,Antarctica,Jewelery,2020-02,,
2146,Antarctica,Jewelery,2020-03,5.0,2288.9
2147,Antarctica,Jewelery,2020-04,,
2148,Antarctica,Jewelery,2020-05,,
2149,Antarctica,Jewelery,2020-06,,
2150,Antarctica,Jewelery,2020-07,5.0,3923.65
2151,Antarctica,Jewelery,2020-08,,
2152,Antarctica,Jewelery,2020-09,,
2153,Antarctica,Jewelery,2020-10,10.0,1947.4
2154,Antarctica,Jewelery,2020-11,,
2155,Antarctica,Jewelery,2020-12,,
2156,Antarctica,Jewelery,2016-07,,
2157,Antarctica,Jewelery,2016-08,,
2158,Antarctica,Jewelery,2017-11,,
2159,Antarctica,Jewelery,2019-11,,
2160,Antarctica,Kids,2016-01,,
2161,Antarctica,Kids,2016-02,,
2162,Antarctica,Kids,2016-03,,
2163,Antarctica,Kids,2016-04,,
2164,Antarctica,Kids,2016-05,,
2165,Antarctica,Kids,2016-06,,
2166,Antarctica,Kids,2016-09,,
2167,Antarctica,Kids,2016-10,,
2168,Antarctica,Kids,2016-11,,
2169,Antarctica,Kids,2016-12,,
2170,Antarctica,Kids,2017-01,,
2171,Antarctica,Kids,2017-02,,
2172,Antarctica,Kids,2017-03,8.0,273.6
2173,Antarctica,Kids,2017-04,8.0,4399.2
2174,Antarctica,Kids,2017-05,2.0,82.8
2175,Antarctica,Kids,2017-06,,
2176,Antarctica,Kids,2017-07,,
2177,Antarctica,Kids,2017-08,,
2178,Antarctica,Kids,2017-09,6.0,2929.5
2179,Antarctica,Kids,2017-10,,
2180,Antarctica,Kids,2017-12,,
2181,Antarctica,Kids,2018-01,,
2182,Antarctica,Kids,2018-02,5.0,95.55
2183,Antarctica,Kids,2018-03,,
2184,Antarctica,Kids,2018-04,,
2185,Antarctica,Kids,2018-05,7.0,311.85
2186,Antarctica,Kids,2018-06,,
2187,Antarctica,Kids,2018-07,,
2188,Antarctica,Kids,2018-08,,
2189,Antarctica,Kids,2018-09,,
2190,Antarctica,Kids,2018-10,,
2191,Antarctica,Kids,2018-11,,
2192,Antarctica,Kids,2018-12,,
2193,Antarctica,Kids,2019-01,6.0,4809.599999999999
2194,Antarctica,Kids,2019-02,,
2195,Antarctica,Kids,2019-03,,
2196,Antarctica,Kids,2019-04,,
2197,Antarctica,Kids,2019-05,,
2198,Antarctica,Kids,2019-06,,
2199,Antarctica,Kids,2019-07,,
2200,Antarctica,Kids,2019-08,,
2201,Antarctica,Kids,2019-09,,
2202,Antarctica,Kids,2019-10,,
2203,Antarctica,Kids,2019-12,,
2204,Antarctica,Kids,2020-01,,
2205,Antarctica,Kids,2020-02,,
2206,Antarctica,Kids,2020-03,,
2207,Antarctica,Kids,2020-04,,
2208,Antarctica,Kids,2020-05,,
2209,Antarctica,Kids,2020-06,,
2210,Antarctica,Kids,2020-07,,
2211,Antarctica,Kids,2020-08,,
2212,Antarctica,Kids,2020-09,,
2213,Antarctica,Kids,2020-10,,
2214,Antarctica,Kids,2020-11,2.0,1022.4
2215,Antarctica,Kids,2020-12,3.0,1719.9
2216,Antarctica,Kids,2016-07,,
2217,Antarctica,Kids,2016-08,,
2218,Antarctica,Kids,2017-11,,
2219,Antarctica,Kids,2019-11,,
2220,Antarctica,Movies,2016-01,,
2221,Antarctica,Movies,2016-02,,
2222,Antarctica,Movies,2016-03,,
2223,Antarctica,Movies,2016-04,4.0,3662.24
2224,Antarctica,Movies,2016-05,,
2225,Antarctica,Movies,2016-06,,
2226,Antarctica,Movies,2016-09,,
2227,Antarctica,Movies,2016-10,,
2228,Antarctica,Movies,2016-11,,
2229,Antarctica,Movies,2016-12,,
2230,Antarctica,Movies,2017-01,,
2231,Antarctica,Movies,2017-02,,
2232,Antarctica,Movies,2017-03,8.0,2496.0
2233,Antarctica,Movies,2017-04,8.0,4557.6
2234,Antarctica,Movies,2017-05,6.0,840.3599999999999
2235,Antarctica,Movies,2017-06,,
2236,Antarctica,Movies,2017-07,,
2237,Antarctica,Movies,2017-08,,
2238,Antarctica,Movies,2017-09,9.0,2326.5
2239,Antarctica,Movies,2017-10,,
2240,Antarctica,Movies,2017-12,2.0,1653.3
2241,Antarctica,Movies,2018-01,,
2242,Antarctica,Movies,2018-02,,
2243,Antarctica,Movies,2018-03,3.0,1643.46
2244,Antarctica,Movies,2018-04,,
2245,Antarctica,Movies,2018-05,,
2246,Antarctica,Movies,2018-06,3.0,926.64
2247,Antarctica,Movies,2018-07,,
2248,Antarctica,Movies,2018-08,,
2249,Antarctica,Movies,2018-09,,
2250,Antarctica,Movies,2018-10,,
2251,Antarctica,Movies,2018-11,,
2252,Antarctica,Movies,2018-12,,
2253,Antarctica,Movies,2019-01,8.0,86.4
2254,Antarctica,Movies,2019-02,,
2255,Antarctica,Movies,2019-03,,
2256,Antarctica,Movies,2019-04,,
2257,Antarctica,Movies,2019-05,3.0,1871.1
2258,Antarctica,Movies,2019-06,,
2259,Antarctica,Movies,2019-07,,
2260,Antarctica,Movies,2019-08,,
2261,Antarctica,Movies,2019-09,10.0,1907.44
2262,Antarctica,Movies,2019-10,,
2263,Antarctica,Movies,2019-12,,
2264,Antarctica,Movies,2020-01,,
2265,Antarctica,Movies,2020-02,,
2266,Antarctica,Movies,2020-03,7.0,5026.5599999999995
2267,Antarctica,Movies,2020-04,,
2268,Antarctica,Movies,2020-05,,
2269,Antarctica,Movies,2020-06,,
2270,Antarctica,Movies,2020-07,,
2271,Antarctica,Movies,2020-08,,
2272,Antarctica,Movies,2020-09,,
2273,Antarctica,Movies,2020-10,,
2274,Antarctica,Movies,2020-11,,
2275,Antarctica,Movies,2020-12,,
2276,Antarctica,Movies,2016-07,,
2277,Antarctica,Movies,2016-08,10.0,5922.0
2278,Antarctica,Movies,2017-11,,
2279,Antarctica,Movies,2019-11,,
2280,Antarctica,Music,2016-01,,
2281,Antarctica,Music,2016-02,,
2282,Antarctica,Music,2016-03,,
2283,Antarctica,Music,2016-04,,
2284,Antarctica,Music,2016-05,,
2285,Antarctica,Music,2016-06,7.0,4299.75
2286,Antarctica,Music,2016-09,,
2287,Antarctica,Music,2016-10,,
2288,Antarctica,Music,2016-11,,
2289,Antarctica,Music,2016-12,,
2290,Antarctica,Music,2017-01,23.0,8878.48
2291,Antarctica,Music,2017-02,,
2292,Antarctica,Music,2017-03,,
2293,Antarctica,Music,2017-04,,
2294,Antarctica,Music,2017-05,,
2295,Antarctica,Music,2017-06,9.0,2694.51
2296,Antarctica,Music,2017-07,,
2297,Antarctica,Music,2017-08,,
2298,Antarctica,Music,2017-09,,
2299,Antarctica,Music,2017-10,,
2300,Antarctica,Music,2017-12,,
2301,Antarctica,Music,2018-01,,
2302,Antarctica,Music,2018-02,,
2303,Antarctica,Music,2018-03,,
2304,Antarctica,Music,2018-04,,
2305,Antarctica,Music,2018-05,6.0,853.2
2306,Antarctica,Music,2018-06,6.0,1018.5
2307,Antarctica,Music,2018-07,,
2308,Antarctica,Music,2018-08,,
2309,Antarctica,Music,2018-09,,
2310,Antarctica,Music,2018-10,,
2311,Antarctica,Music,2018-11,,
2312,Antarctica,Music,2018-12,,
2313,Antarctica,Music,2019-01,,
2314,Antarctica,Music,2019-02,,
2315,Antarctica,Music,2019-03,,
2316,Antarctica,Music,2019-04,,
2317,Antarctica,Music,2019-05,,
2318,Antarctica,Music,2019-06,,
2319,Antarctica,Music,2019-07,,
2320,Antarctica,Music,2019-08,,
2321,Antarctica,Music,2019-09,10.0,4395.3
2322,Antarctica,Music,2019-10,7.0,1843.3799999999999
2323,Antarctica,Music,2019-12,,
2324,Antarctica,Music,2020-01,,
2325,Antarctica,Music,2020-02,2.0,473.40000000000003
2326,Antarctica,Music,2020-03,,
2327,Antarctica,Music,2020-04,10.0,8593.199999999999
2328,Antarctica,Music,2020-05,,
2329,Antarctica,Music,2020-06,,
2330,Antarctica,Music,2020-07,6.0,4062.06
2331,Antarctica,Music,2020-08,,
2332,Antarctica,Music,2020-09,3.0,2456.4
2333,Antarctica,Music,2020-10,,
2334,Antarctica,Music,2020-11,,
2335,Antarctica,Music,2020-12,,
2336,Antarctica,Music,2016-07,5.0,4612.799999999999
2337,Antarctica,Music,2016-08,,
2338,Antarctica,Music,2017-11,,
2339,Antarctica,Music,2019-11,,
2340,Antarctica,Outdoors,2016-01,6.0,1514.8799999999999
2341,Antarctica,Outdoors,2016-02,,
2342,Antarctica,Outdoors,2016-03,,
2343,Antarctica,Outdoors,2016-04,5.0,1462.5
2344,Antarctica,Outdoors,2016-05,,
2345,Antarctica,Outdoors,2016-06,,
2346,Antarctica,Outdoors,2016-09,,
2347,Antarctica,Outdoors,2016-10,,
2348,Antarctica,Outdoors,2016-11,10.0,7144.0
2349,Antarctica,Outdoors,2016-12,,
2350,Antarctica,Outdoors,2017-01,,
2351,Antarctica,Outdoors,2017-02,,
2352,Antarctica,Outdoors,2017-03,4.0,117.76
2353,Antarctica,Outdoors,2017-04,,
2354,Antarctica,Outdoors,2017-05,,
2355,Antarctica,Outdoors,2017-06,,
2356,Antarctica,Outdoors,2017-07,,
2357,Antarctica,Outdoors,2017-08,4.0,2598.96
2358,Antarctica,Outdoors,2017-09,,
2359,Antarctica,Outdoors,2017-10,,
2360,Antarctica,Outdoors,2017-12,,
2361,Antarctica,Outdoors,2018-01,26.0,13729.52
2362,Antarctica,Outdoors,2018-02,,
2363,Antarctica,Outdoors,2018-03,,
2364,Antarctica,Outdoors,2018-04,7.0,5573.259999999999
2365,Antarctica,Outdoors,2018-05,,
2366,Antarctica,Outdoors,2018-06,,
2367,Antarctica,Outdoors,2018-07,,
2368,Antarctica,Outdoors,2018-08,,
2369,Antarctica,Outdoors,2018-09,9.0,5997.599999999999
2370,Antarctica,Outdoors,2018-10,,
2371,Antarctica,Outdoors,2018-11,,
2372,Antarctica,Outdoors,2018-12,,
2373,Antarctica,Outdoors,2019-01,7.0,5941.25
2374,Antarctica,Outdoors,2019-02,,
2375,Antarctica,Outdoors,2019-03,8.0,4968.0
2376,Antarctica,Outdoors,2019-04,9.0,6687.629999999999
2377,Antarctica,Outdoors,2019-05,,
2378,Antarctica,Outdoors,2019-06,,
2379,Antarctica,Outdoors,2019-07,7.0,3994.2000000000003
2380,Antarctica,Outdoors,2019-08,,
2381,Antarctica,Outdoors,2019-09,,
2382,Antarctica,Outdoors,2019-10,,
2383,Antarctica,Outdoors,2019-12,,
2384,Antarctica,Outdoors,2020-01,,
2385,Antarctica,Outdoors,2020-02,,
2386,Antarctica,Outdoors,2020-03,,
2387,Antarctica,Outdoors,2020-04,8.0,4917.2
2388,Antarctica,Outdoors,2020-05,,
2389,Antarctica,Outdoors,2020-06,,
2390,Antarctica,Outdoors,2020-07,,
2391,Antarctica,Outdoors,2020-08,,
2392,Antarctica,Outdoors,2020-09,7.0,2337.3
2393,Antarctica,Outdoors,2020-10,,
2394,Antarctica,Outdoors,2020-11,9.0,6194.88
2395,Antarctica,Outdoors,2020-12,,
2396,Antarctica,Outdoors,2016-07,,
2397,Antarctica,Outdoors,2016-08,5.0,878.8499999999999
2398,Antarctica,Outdoors,2017-11,,
2399,Antarctica,Outdoors,2019-11,,
2400,Antarctica,Shoes,2016-01,,
2401,Antarctica,Shoes,2016-02,,
2402,Antarctica,Shoes,2016-03,,
2403,Antarctica,Shoes,2016-04,,
2404,Antarctica,Shoes,2016-05,6.0,4066.56
2405,Antarctica,Shoes,2016-06,,
2406,Antarctica,Shoes,2016-09,3.0,1542.8000000000002
2407,Antarctica,Shoes,2016-10,,
2408,Antarctica,Shoes,2016-11,,
2409,Antarctica,Shoes,2016-12,,
2410,Antarctica,Shoes,2017-01,4.0,2563.2000000000003
2411,Antarctica,Shoes,2017-02,,
2412,Antarctica,Shoes,2017-03,,
2413,Antarctica,Shoes,2017-04,,
2414,Antarctica,Shoes,2017-05,1.0,47.94
2415,Antarctica,Shoes,2017-06,,
2416,Antarctica,Shoes,2017-07,,
2417,Antarctica,Shoes,2017-08,2.0,386.40000000000003
2418,Antarctica,Shoes,2017-09,,
2419,Antarctica,Shoes,2017-10,,
2420,Antarctica,Shoes,2017-12,,
2421,Antarctica,Shoes,2018-01,,
2422,Antarctica,Shoes,2018-02,10.0,7939.8
2423,Antarctica,Shoes,2018-03,,
2424,Antarctica,Shoes,2018-04,,
2425,Antarctica,Shoes,2018-05,,
2426,Antarctica,Shoes,2018-06,,
2427,Antarctica,Shoes,2018-07,,
2428,Antarctica,Shoes,2018-08,,
2429,Antarctica,Shoes,2018-09,,
2430,Antarctica,Shoes,2018-10,,
2431,Antarctica,Shoes,2018-11,,
2432,Antarctica,Shoes,2018-12,4.0,3629.0
2433,Antarctica,Shoes,2019-01,,
2434,Antarctica,Shoes,2019-02,7.0,219.51999999999998
2435,Antarctica,Shoes,2019-03,2.0,1240.8
2436,Antarctica,Shoes,2019-04,,
2437,Antarctica,Shoes,2019-05,5.0,2155.38
2438,Antarctica,Shoes,2019-06,,
2439,Antarctica,Shoes,2019-07,1.0,717.3000000000001
2440,Antarctica,Shoes,2019-08,17.0,5442.16
2441,Antarctica,Shoes,2019-09,,
2442,Antarctica,Shoes,2019-10,,
2443,Antarctica,Shoes,2019-12,,
2444,Antarctica,Shoes,2020-01,,
2445,Antarctica,Shoes,2020-02,,
2446,Antarctica,Shoes,2020-03,6.0,3159.0
2447,Antarctica,Shoes,2020-04,,
2448,Antarctica,Shoes,2020-05,,
2449,Antarctica,Shoes,2020-06,,
2450,Antarctica,Shoes,2020-07,,
2451,Antarctica,Shoes,2020-08,1.0,12.48
2452,Antarctica,Shoes,2020-09,,
2453,Antarctica,Shoes,2020-10,,
2454,Antarctica,Shoes,2020-11,,
2455,Antarctica,Shoes,2020-12,8.0,1983.52
2456,Antarctica,Shoes,2016-07,3.0,955.9799999999999
2457,Antarctica,Shoes,2016-08,,
2458,Antarctica,Shoes,2017-11,10.0,5975.5
2459,Antarctica,Shoes,2019-11,,
2460,Antarctica,Sports,2016-01,10.0,8390.5
2461,Antarctica,Sports,2016-02,,
2462,Antarctica,Sports,2016-03,,
2463,Antarctica,Sports,2016-04,,
2464,Antarctica,Sports,2016-05,,
2465,Antarctica,Sports,2016-06,,
2466,Antarctica,Sports,2016-09,,
2467,Antarctica,Sports,2016-10,,
2468,Antarctica,Sports,2016-11,,
2469,Antarctica,Sports,2016-12,,
2470,Antarctica,Sports,2017-01,,
2471,Antarctica,Sports,2017-02,,
2472,Antarctica,Sports,2017-03,9.0,6650.28
2473,Antarctica,Sports,2017-04,,
2474,Antarctica,Sports,2017-05,,
2475,Antarctica,Sports,2017-06,2.0,61.2
2476,Antarctica,Sports,2017-07,,
2477,Antarctica,Sports,2017-08,6.0,2768.04
2478,Antarctica,Sports,2017-09,,
2479,Antarctica,Sports,2017-10,,
2480,Antarctica,Sports,2017-12,,
2481,Antarctica,Sports,2018-01,,
2482,Antarctica,Sports,2018-02,,
2483,Antarctica,Sports,2018-03,5.0,1594.9499999999998
2484,Antarctica,Sports,2018-04,,
2485,Antarctica,Sports,2018-05,,
2486,Antarctica,Sports,2018-06,,
2487,Antarctica,Sports,2018-07,,
2488,Antarctica,Sports,2018-08,,
2489,Antarctica,Sports,2018-09,4.0,1238.76
2490,Antarctica,Sports,2018-10,,
2491,Antarctica,Sports,2018-11,4.0,2991.6
2492,Antarctica,Sports,2018-12,9.0,3650.85
2493,Antarctica,Sports,2019-01,,
2494,Antarctica,Sports,2019-02,5.0,3510.8999999999996
2495,Antarctica,Sports,2019-03,,
2496,Antarctica,Sports,2019-04,,
2497,Antarctica,Sports,2019-05,,
2498,Antarctica,Sports,2019-06,,
2499,Antarctica,Sports,2019-07,,
2500,Antarctica,Sports,2019-08,,
2501,Antarctica,Sports,2019-09,,
2502,Antarctica,Sports,2019-10,,
2503,Antarctica,Sports,2019-12,,
2504,Antarctica,Sports,2020-01,,
2505,Antarctica,Sports,2020-02,,
2506,Antarctica,Sports,2020-03,,
2507,Antarctica,Sports,2020-04,,
2508,Antarctica,Sports,2020-05,,
2509,Antarctica,Sports,2020-06,,
2510,Antarctica,Sports,2020-07,,
2511,Antarctica,Sports,2020-08,,
2512,Antarctica,Sports,2020-09,,
2513,Antarctica,Sports,2020-10,,
2514,Antarctica,Sports,2020-11,1.0,819.0
2515,Antarctica,Sports,2020-12,,
2516,Antarctica,Sports,2016-07,,
2517,Antarctica,Sports,2016-08,,
2518,Antarctica,Sports,2017-11,,
2519,Antarctica,Sports,2019-11,,
2520,Antarctica,Tools,2016-01,,
2521,Antarctica,Tools,2016-02,,
2522,Antarctica,Tools,2016-03,,
2523,Antarctica,Tools,2016-04,,
2524,Antarctica,Tools,2016-05,,
2525,Antarctica,Tools,2016-06,,
2526,Antarctica,Tools,2016-09,,
2527,Antarctica,Tools,2016-10,,
2528,Antarctica,Tools,2016-11,,
2529,Antarctica,Tools,2016-12,,
2530,Antarctica,Tools,2017-01,8.0,379.44
2531,Antarctica,Tools,2017-02,,
2532,Antarctica,Tools,2017-03,,
2533,Antarctica,Tools,2017-04,,
2534,Antarctica,Tools,2017-05,,
2535,Antarctica,Tools,2017-06,,
2536,Antarctica,Tools,2017-07,,
2537,Antarctica,Tools,2017-08,,
2538,Antarctica,Tools,2017-09,,
2539,Antarctica,Tools,2017-10,5.0,272.25
2540,Antarctica,Tools,2017-12,,
2541,Antarctica,Tools,2018-01,1.0,159.6
2542,Antarctica,Tools,2018-02,5.0,2410.65
2543,Antarctica,Tools,2018-03,8.0,3909.12
2544,Antarctica,Tools,2018-04,,
2545,Antarctica,Tools,2018-05,,
2546,Antarctica,Tools,2018-06,,
2547,Antarctica,Tools,2018-07,4.0,705.6
2548,Antarctica,Tools,2018-08,,
2549,Antarctica,Tools,2018-09,,
2550,Antarctica,Tools,2018-10,,
2551,Antarctica,Tools,2018-11,,
2552,Antarctica,Tools,2018-12,9.0,2795.85
2553,Antarctica,Tools,2019-01,2.0,704.64
2554,Antarctica,Tools,2019-02,,
2555,Antarctica,Tools,2019-03,,
2556,Antarctica,Tools,2019-04,,
2557,Antarctica,Tools,2019-05,,
2558,Antarctica,Tools,2019-06,,
2559,Antarctica,Tools,2019-07,,
2560,Antarctica,Tools,2019-08,,
2561,Antarctica,Tools,2019-09,,
2562,Antarctica,Tools,2019-10,,
2563,Antarctica,Tools,2019-12,,
2564,Antarctica,Tools,2020-01,,
2565,Antarctica,Tools,2020-02,,
2566,Antarctica,Tools,2020-03,,
2567,Antarctica,Tools,2020-04,,
2568,Antarctica,Tools,2020-05,,
2569,Antarctica,Tools,2020-06,,
2570,Antarctica,Tools,2020-07,,
2571,Antarctica,Tools,2020-08,,
2572,Antarctica,Tools,2020-09,,
2573,Antarctica,Tools,2020-10,,
2574,Antarctica,Tools,2020-11,,
2575,Antarctica,Tools,2020-12,,
2576,Antarctica,Tools,2016-07,,
2577,Antarctica,Tools,2016-08,,
2578,Antarctica,Tools,2017-11,,
2579,Antarctica,Tools,2019-11,,
2580,Antarctica,Toys,2016-01,9.0,4121.099999999999
2581,Antarctica,Toys,2016-02,,
2582,Antarctica,Toys,2016-03,,
2583,Antarctica,Toys,2016-04,,
2584,Antarctica,Toys,2016-05,,
2585,Antarctica,Toys,2016-06,7.0,1615.9499999999998
2586,Antarctica,Toys,2016-09,,
2587,Antarctica,Toys,2016-10,,
2588,Antarctica,Toys,2016-11,,
2589,Antarctica,Toys,2016-12,,
2590,Antarctica,Toys,2017-01,2.0,1384.2
2591,Antarctica,Toys,2017-02,,
2592,Antarctica,Toys,2017-03,,
2593,Antarctica,Toys,2017-04,,
2594,Antarctica,Toys,2017-05,,
2595,Antarctica,Toys,2017-06,3.0,1258.53
2596,Antarctica,Toys,2017-07,,
2597,Antarctica,Toys,2017-08,,
2598,Antarctica,Toys,2017-09,,
2599,Antarctica,Toys,2017-10,,
2600,Antarctica,Toys,2017-12,,
2601,Antarctica,Toys,2018-01,,
2602,Antarctica,Toys,2018-02,,
2603,Antarctica,Toys,2018-03,,
2604,Antarctica,Toys,2018-04,1.0,625.1
2605,Antarctica,Toys,2018-05,,
2606,Antarctica,Toys,2018-06,,
2607,Antarctica,Toys,2018-07,,
2608,Antarctica,Toys,2018-08,,
2609,Antarctica,Toys,2018-09,6.0,4285.44
2610,Antarctica,Toys,2018-10,,
2611,Antarctica,Toys,2018-11,,
2612,Antarctica,Toys,2018-12,1.0,88.35
2613,Antarctica,Toys,2019-01,,
2614,Antarctica,Toys,2019-02,,
2615,Antarctica,Toys,2019-03,,
2616,Antarctica,Toys,2019-04,3.0,2377.83
2617,Antarctica,Toys,2019-05,,
2618,Antarctica,Toys,2019-06,,
2619,Antarctica,Toys,2019-07,18.0,5575.099999999999
2620,Antarctica,Toys,2019-08,,
2621,Antarctica,Toys,2019-09,,
2622,Antarctica,Toys,2019-10,3.0,812.16
2623,Antarctica,Toys,2019-12,,
2624,Antarctica,Toys,2020-01,,
2625,Antarctica,Toys,2020-02,,
2626,Antarctica,Toys,2020-03,,
2627,Antarctica,Toys,2020-04,,
2628,Antarctica,Toys,2020-05,,
2629,Antarctica,Toys,2020-06,,
2630,Antarctica,Toys,2020-07,,
2631,Antarctica,Toys,2020-08,,
2632,Antarctica,Toys,2020-09,,
2633,Antarctica,Toys,2020-10,,
2634,Antarctica,Toys,2020-11,4.0,3144.96
2635,Antarctica,Toys,2020-12,,
2636,Antarctica,Toys,2016-07,,
2637,Antarctica,Toys,2016-08,,
2638,Antarctica,Toys,2017-11,,
2639,Antarctica,Toys,2019-11,3.0,788.97
2640,Asia,Automotive,2016-01,20.0,8436.259999999998
2641,Asia,Automotive,2016-02,9.0,2915.37
2642,Asia,Automotive,2016-03,15.0,3962.2999999999997
2643,Asia,Automotive,2016-04,,
2644,Asia,Automotive,2016-05,3.0,2608.6499999999996
2645,Asia,Automotive,2016-06,4.0,2613.52
2646,Asia,Automotive,2016-09,16.0,6004.26
2647,Asia,Automotive,2016-10,20.0,7057.37
2648,Asia,Automotive,2016-11,9.0,1491.86
2649,Asia,Automotive,2016-12,5.0,4753.0
2650,Asia,Automotive,2017-01,19.0,2925.0
2651,Asia,Automotive,2017-02,10.0,3031.1499999999996
2652,Asia,Automotive,2017-03,13.0,248.24
2653,Asia,Automotive,2017-04,37.0,21666.46
2654,Asia,Automotive,2017-05,,
2655,Asia,Automotive,2017-06,2.0,95.03999999999999
2656,Asia,Automotive,2017-07,31.0,14786.53
2657,Asia,Automotive,2017-08,15.0,5364.75
2658,Asia,Automotive,2017-09,7.0,1090.8899999999999
2659,Asia,Automotive,2017-10,13.0,3878.04
2660,Asia,Automotive,2017-12,11.0,3676.62
2661,Asia,Automotive,2018-01,12.0,9022.859999999999
2662,Asia,Automotive,2018-02,21.0,12747.35
2663,Asia,Automotive,2018-03,13.0,7233.44
2664,Asia,Automotive,2018-04,23.0,10955.4
2665,Asia,Automotive,2018-05,21.0,8255.96
2666,Asia,Automotive,2018-06,5.0,2171.2000000000003
2667,Asia,Automotive,2018-07,,
2668,Asia,Automotive,2018-08,12.0,5560.619999999999
2669,Asia,Automotive,2018-09,13.0,4643.66
2670,Asia,Automotive,2018-10,15.0,6658.54
2671,Asia,Automotive,2018-11,18.0,13929.18
2672,Asia,Automotive,2018-12,11.0,5575.49
2673,Asia,Automotive,2019-01,6.0,3960.0
2674,Asia,Automotive,2019-02,,
2675,Asia,Automotive,2019-03,13.0,8396.42
2676,Asia,Automotive,2019-04,23.0,10756.349999999999
2677,Asia,Automotive,2019-05,6.0,3142.8
2678,Asia,Automotive,2019-06,27.0,16851.46
2679,Asia,Automotive,2019-07,,
2680,Asia,Automotive,2019-08,14.0,8843.380000000001
2681,Asia,Automotive,2019-09,10.0,3545.68
2682,Asia,Automotive,2019-10,17.0,11200.64
2683,Asia,Automotive,2019-12,,
2684,Asia,Automotive,2020-01,23.0,15029.48
2685,Asia,Automotive,2020-02,29.0,11232.12
2686,Asia,Automotive,2020-03,2.0,80.64
2687,Asia,Automotive,2020-04,2.0,75.19999999999999
2688,Asia,Automotive,2020-05,28.0,15183.55
2689,Asia,Automotive,2020-06,8.0,3617.04
2690,Asia,Automotive,2020-07,27.0,7426.92
2691,Asia,Automotive,2020-08,30.0,17862.079999999998
2692,Asia,Automotive,2020-09,8.0,921.3
2693,Asia,Automotive,2020-10,12.0,5811.48
2694,Asia,Automotive,2020-11,21.0,3843.24
2695,Asia,Automotive,2020-12,15.0,9802.37
2696,Asia,Automotive,2016-07,,
2697,Asia,Automotive,2016-08,2.0,1415.5
2698,Asia,Automotive,2017-11,5.0,1235.0
2699,Asia,Automotive,2019-11,11.0,3421.7
2700,Asia,Baby,2016-01,16.0,7196.5599999999995
2701,Asia,Baby,2016-02,,
2702,Asia,Baby,2016-03,13.0,11376.689999999999
2703,Asia,Baby,2016-04,12.0,5688.78
2704,Asia,Baby,2016-05,,
2705,Asia,Baby,2016-06,26.0,8540.119999999999
2706,Asia,Baby,2016-09,16.0,8951.58
2707,Asia,Baby,2016-10,25.0,8048.82
2708,Asia,Baby,2016-11,,
2709,Asia,Baby,2016-12,11.0,7265.28
2710,Asia,Baby,2017-01,,
2711,Asia,Baby,2017-02,9.0,4570.83
2712,Asia,Baby,2017-03,13.0,8834.7
2713,Asia,Baby,2017-04,18.0,7515.88
2714,Asia,Baby,2017-05,8.0,191.36
2715,Asia,Baby,2017-06,15.0,3636.24
2716,Asia,Baby,2017-07,19.0,12700.4
2717,Asia,Baby,2017-08,6.0,2108.84
2718,Asia,Baby,2017-09,31.0,14159.279999999999
2719,Asia,Baby,2017-10,11.0,3332.56
2720,Asia,Baby,2017-12,21.0,9314.97
2721,Asia,Baby,2018-01,10.0,2011.1000000000001
2722,Asia,Baby,2018-02,14.0,3678.2999999999997
2723,Asia,Baby,2018-03,6.0,2175.6
2724,Asia,Baby,2018-04,21.0,4479.29
2725,Asia,Baby,2018-05,19.0,7618.339999999999
2726,Asia,Baby,2018-06,36.0,15610.53
2727,Asia,Baby,2018-07,2.0,120.89999999999999
2728,Asia,Baby,2018-08,9.0,5493.6
2729,Asia,Baby,2018-09,18.0,9779.77
2730,Asia,Baby,2018-10,16.0,4941.83
2731,Asia,Baby,2018-11,14.0,7212.74
