,CustomerContinent,ProductCategory,dateOfPurchase,TotalQuantity,TotalRevenue,AvgPrice,MedPrice,AvgCost,AvgDiscount
1572,Asia,Baby,2017-03,13,8834.7,805.5,805.5,350.33000000000004,0.07
1573,Asia,Baby,2017-04,18,7515.88,446.6666666666667,442.0,355.16,0.049999999999999996
1574,Asia,Baby,2017-05,8,191.36,26.0,26.0,16.119999999999997,0.08
1575,Asia,Baby,2017-06,15,3636.24,248.0,190.0,90.71999999999998,0.049999999999999996
1576,Asia,Baby,2017-07,19,12700.4,658.0,659.0,479.95,0.05333333333333334
1577,Asia,Baby,2017-08,6,2108.84,327.0,327.0,268.75,0.060000000000000005
1578,Asia,Baby,2017-09,31,14159.279999999999,477.0,491.5,191.065,0.05
1579,Asia,Baby,2017-10,11,3332.56,292.0,292.0,113.79,0.034999999999999996
1580,Asia,Baby,2017-11,18,4171.32,238.5,238.5,127.05,0.085
1581,Asia,Baby,2017-12,21,9314.97,468.6666666666667,528.0,362.35999999999996,0.043333333333333335
1582,Asia,Baby,2018-01,10,2011.1000000000001,221.0,221.0,132.6,0.09
1583,Asia,Baby,2018-02,14,3678.2999999999997,219.5,219.5,125.04499999999999,0.055
1584,Asia,Baby,2018-03,6,2175.6,370.0,370.0,103.60000000000002,0.02
1585,Asia,Baby,2018-04,21,4479.29,204.33333333333334,201.0,92.93666666666667,0.06
1586,Asia,Baby,2018-05,19,7618.339999999999,406.6666666666667,429.0,225.67333333333332,0.049999999999999996
1587,Asia,Baby,2018-06,36,15610.53,533.2,602.0,233.218,0.034
1588,Asia,Baby,2018-07,2,120.89999999999999,65.0,65.0,53.3,0.07
1589,Asia,Baby,2018-08,9,5493.6,709.0,593.0,374.49666666666667,0.08
1590,Asia,Baby,2018-09,18,9779.77,613.5,678.0,392.8625,0.0675
1591,Asia,Baby,2018-10,16,4941.83,444.25,385.5,103.17,0.0625
1592,Asia,Baby,2018-11,14,7212.74,508.6666666666667,474.0,264.0266666666667,0.056666666666666664
1593,Asia,Baby,2018-12,14,7606.5,491.0,520.0,326.24333333333334,0.06333333333333334
1594,Asia,Baby,2019-01,6,4580.9400000000005,839.0,839.0,302.04,0.09
1595,Asia,Baby,2019-02,3,2237.25,785.0,785.0,290.45,0.05
1596,Asia,Baby,2019-03,25,13721.45,476.25,454.5,357.185,0.07
1597,Asia,Baby,2019-04,19,8257.24,448.6666666666667,572.0,172.51999999999998,0.056666666666666664
1598,Asia,Baby,2019-06,22,11428.289999999999,502.0,539.0,137.1825,0.0375
1599,Asia,Baby,2019-07,3,899.72,472.5,472.5,152.205,0.075
1600,Asia,Baby,2019-08,3,840.3599999999999,298.0,298.0,131.12,0.06
1601,Asia,Baby,2019-09,7,5443.2,864.0,864.0,311.04,0.1
1602,Asia,Baby,2019-10,1,669.5999999999999,720.0,720.0,295.2,0.07
1603,Asia,Baby,2019-11,15,3105.75,225.5,225.5,108.035,0.085
1604,Asia,Baby,2019-12,19,8614.44,511.5,511.5,145.3,0.09
1605,Asia,Baby,2020-01,32,22680.26,790.3333333333334,793.5,310.33,0.05833333333333333
1606,Asia,Baby,2020-02,25,10927.839999999998,494.8,551.0,255.638,0.06
1607,Asia,Baby,2020-03,26,6170.2,269.25,227.5,107.9475,0.052500000000000005
1608,Asia,Baby,2020-04,11,5929.41,495.6666666666667,498.0,289.27666666666664,0.049999999999999996
1609,Asia,Baby,2020-06,45,20771.17,472.7142857142857,364.0,194.51428571428573,0.07285714285714286
1610,Asia,Baby,2020-07,35,18457.64,497.6,675.0,308.31800000000004,0.064
1611,Asia,Baby,2020-08,4,1338.6,345.0,345.0,231.15,0.03
1612,Asia,Baby,2020-10,6,4777.08,847.0,847.0,567.49,0.06
1613,Asia,Baby,2020-11,18,15815.310000000001,808.3333333333334,923.0,311.83,0.049999999999999996
1614,Asia,Baby,2020-12,3,1388.28,503.0,503.0,397.37,0.08
1615,Asia,Beauty,2016-01,13,5378.92,519.3333333333334,730.0,219.8166666666667,0.04666666666666667
1616,Asia,Beauty,2016-02,9,2130.3,263.0,263.0,115.72,0.1
1617,Asia,Beauty,2016-03,10,3803.9199999999996,292.0,292.0,172.98000000000002,0.08
1618,Asia,Beauty,2016-04,8,4955.2,652.0,652.0,267.32,0.05
1619,Asia,Beauty,2016-06,2,474.58000000000004,257.0,257.0,51.4,0.055
1620,Asia,Beauty,2016-07,23,12631.74,585.25,609.5,305.2175,0.0675
1621,Asia,Beauty,2016-08,6,337.08,67.5,67.5,37.83,0.06
1622,Asia,Beauty,2016-09,5,547.4,119.0,119.0,83.3,0.08
1623,Asia,Beauty,2016-10,10,6825.0,750.0,750.0,217.5,0.09
1624,Asia,Beauty,2016-11,12,5310.94,495.5,495.5,306.36,0.03
1625,Asia,Beauty,2016-12,16,7902.78,488.0,603.0,233.29666666666665,0.016666666666666666
1626,Asia,Beauty,2017-01,10,5817.599999999999,606.0,606.0,206.04,0.04
1627,Asia,Beauty,2017-03,35,15732.08,528.8,617.0,264.71799999999996,0.06999999999999999
1628,Asia,Beauty,2017-04,12,3887.5599999999995,345.6666666666667,170.0,129.0,0.04666666666666667
1629,Asia,Beauty,2017-05,12,1305.8400000000001,113.0,113.0,83.22,0.06
1630,Asia,Beauty,2017-06,4,2276.82,557.0,557.0,254.85000000000002,0.09
1631,Asia,Beauty,2017-07,6,5614.5,985.0,985.0,827.4,0.05
1632,Asia,Beauty,2017-08,4,3168.48,861.0,861.0,507.99,0.08
1633,Asia,Beauty,2017-09,15,4588.05,514.0,713.0,307.82666666666665,0.06666666666666667
1634,Asia,Beauty,2017-10,19,10189.949999999999,486.0,465.5,275.62,0.0475
1635,Asia,Beauty,2017-11,16,7882.62,440.3333333333333,380.0,227.66,0.06666666666666667
1636,Asia,Beauty,2017-12,24,9381.11,533.25,587.5,168.51999999999998,0.0475
1637,Asia,Beauty,2018-01,11,5638.96,595.0,539.0,268.29,0.04
1638,Asia,Beauty,2018-02,23,10499.11,478.0,396.0,196.8375,0.0525
1639,Asia,Beauty,2018-03,21,13812.5,701.6666666666666,754.0,438.37000000000006,0.04666666666666667
1640,Asia,Beauty,2018-04,4,2046.24,522.0,522.0,360.18,0.02
1641,Asia,Beauty,2018-05,13,10771.8,740.6666666666666,710.0,430.9533333333334,0.04
1642,Asia,Beauty,2018-06,18,8889.03,395.3333333333333,415.0,154.39000000000001,0.013333333333333334
1643,Asia,Beauty,2018-07,11,3218.0499999999997,250.66666666666666,295.0,146.65666666666667,0.05333333333333334
1644,Asia,Beauty,2018-09,6,3261.6,604.0,604.0,489.24,0.1
1645,Asia,Beauty,2018-10,8,5989.76,764.0,764.0,542.44,0.02
1646,Asia,Beauty,2018-11,30,18388.44,618.25,604.0,393.325,0.0675
1647,Asia,Beauty,2018-12,11,3876.95,618.0,618.0,239.945,0.05
1648,Asia,Beauty,2019-01,9,3162.0600000000004,328.5,328.5,173.445,0.065
1649,Asia,Beauty,2019-02,14,8093.1900000000005,548.0,548.0,242.78,0.015
1650,Asia,Beauty,2019-04,14,6344.759999999999,439.0,439.0,221.83,0.045
1651,Asia,Beauty,2019-05,14,10119.66,757.6666666666666,766.0,501.98,0.08333333333333333
1652,Asia,Beauty,2019-07,21,12191.08,596.3333333333334,700.0,272.48333333333335,0.03666666666666667
1653,Asia,Beauty,2019-08,25,12366.6,561.0,536.0,363.716,0.06000000000000001
1654,Asia,Beauty,2019-09,15,7068.0599999999995,455.5,455.5,200.32,0.03
1655,Asia,Beauty,2019-10,18,11661.66,608.0,504.0,252.87333333333333,0.05000000000000001
1656,Asia,Beauty,2019-11,7,3948.0,600.0,600.0,138.0,0.06
1657,Asia,Beauty,2019-12,23,12884.68,661.8,809.0,359.006,0.04
1658,Asia,Beauty,2020-01,6,120.12,22.0,22.0,9.68,0.09
1659,Asia,Beauty,2020-04,4,323.0,85.0,85.0,53.55,0.05
1660,Asia,Beauty,2020-05,8,4946.41,743.5,743.5,328.325,0.07
1661,Asia,Beauty,2020-06,9,3452.6000000000004,398.0,398.0,179.855,0.09
1662,Asia,Beauty,2020-08,7,4892.82,793.5,793.5,391.32,0.075
1663,Asia,Beauty,2020-09,13,5148.08,417.0,417.0,162.74,0.055
1664,Asia,Beauty,2020-10,10,1024.6,109.0,109.0,63.22,0.06
1665,Asia,Beauty,2020-12,1,854.05,899.0,899.0,746.17,0.05
1666,Asia,Books,2016-01,7,743.54,113.0,113.0,68.93,0.06
1667,Asia,Books,2016-02,6,726.18,173.5,173.5,64.095,0.09
1668,Asia,Books,2016-03,10,7896.179999999999,616.5,616.5,276.52,0.05
1669,Asia,Books,2016-04,30,23601.49,832.25,855.5,275.89,0.055
1670,Asia,Books,2016-05,9,4534.73,425.0,319.0,173.16,0.03333333333333333
1671,Asia,Books,2016-07,44,25658.36,519.8571428571429,619.0,244.25428571428571,0.05142857142857143
1672,Asia,Books,2016-08,20,12156.27,592.75,635.5,272.5625,0.0575
1673,Asia,Books,2016-09,12,4554.72,451.0,451.0,334.6,0.055
1674,Asia,Books,2016-10,17,8895.38,500.5,500.5,159.29999999999998,0.045
1675,Asia,Books,2016-11,15,10027.56,687.0,689.5,301.88,0.05
1676,Asia,Books,2016-12,12,2303.52,230.0,162.0,118.45,0.060000000000000005
1677,Asia,Books,2017-01,5,1385.52,480.5,480.5,296.15,0.030000000000000002
1678,Asia,Books,2017-02,14,7744.53,609.75,703.0,360.63250000000005,0.06
1679,Asia,Books,2017-03,5,453.71,228.0,228.0,75.275,0.04
1680,Asia,Books,2017-04,7,2880.18,404.3333333333333,386.0,248.01,0.03
1681,Asia,Books,2017-06,36,7399.299999999999,279.4,149.0,139.85,0.044000000000000004
1682,Asia,Books,2017-07,3,2286.9,847.0,847.0,533.61,0.1
1683,Asia,Books,2017-08,18,9469.76,538.3333333333334,652.0,152.72333333333333,0.08666666666666667
1684,Asia,Books,2017-09,10,8008.799999999999,852.0,852.0,366.36,0.06
1685,Asia,Books,2017-10,15,7976.289999999999,620.75,763.5,357.64,0.0625
1686,Asia,Books,2017-11,17,7862.32,332.6666666666667,276.0,142.77666666666667,0.08666666666666667
1687,Asia,Books,2017-12,2,629.16,321.0,321.0,211.86,0.02
1688,Asia,Books,2018-01,21,9430.59,406.0,489.5,307.05,0.0675
1689,Asia,Books,2018-02,15,13107.649999999998,937.5,937.5,469.71000000000004,0.05
1690,Asia,Books,2018-04,5,4602.75,969.0,969.0,203.49,0.05
1691,Asia,Books,2018-05,19,9210.82,586.0,647.0,272.18666666666667,0.05000000000000001
1692,Asia,Books,2018-06,4,1406.8799999999999,268.0,268.0,94.14,0.04
1693,Asia,Books,2018-07,5,305.5,65.0,65.0,48.1,0.06
1694,Asia,Books,2018-08,19,12429.86,589.0,545.0,247.32000000000002,0.06
1695,Asia,Books,2018-09,26,10531.53,426.3333333333333,201.0,165.19,0.05000000000000001
1696,Asia,Books,2018-10,3,934.4999999999999,282.5,282.5,103.80000000000001,0.05
1697,Asia,Books,2018-11,7,6286.62,934.0,934.0,321.97499999999997,0.03
1698,Asia,Books,2018-12,19,8731.55,587.0,780.0,444.66,0.072
1699,Asia,Books,2019-01,8,3955.2000000000003,352.0,352.0,198.23,0.02
1700,Asia,Books,2019-02,9,5427.0,670.0,670.0,435.5,0.1
1701,Asia,Books,2019-04,10,5076.719999999999,555.0,555.0,243.105,0.04
1702,Asia,Books,2019-05,10,5449.65,476.5,476.5,163.12,0.085
1703,Asia,Books,2019-06,3,476.28,162.0,162.0,45.36,0.02
1704,Asia,Books,2019-08,23,9506.34,463.3333333333333,397.0,183.4766666666667,0.06999999999999999
1705,Asia,Books,2019-09,4,2577.6,716.0,716.0,171.84000000000003,0.1
1706,Asia,Books,2019-10,5,4653.0,940.0,940.0,639.2,0.01
1707,Asia,Books,2019-11,13,6995.3099999999995,633.5,633.5,440.20500000000004,0.055
1708,Asia,Books,2019-12,34,21273.4,675.8571428571429,766.0,265.4142857142857,0.06
1709,Asia,Books,2020-01,19,8688.13,449.0,209.0,178.74666666666667,0.03
1710,Asia,Books,2020-02,9,6019.650000000001,735.0,735.0,301.35,0.09
1711,Asia,Books,2020-05,15,11224.7,816.5,816.5,467.42,0.04
1712,Asia,Books,2020-06,17,8533.3,624.75,689.0,363.4625,0.07250000000000001
1713,Asia,Books,2020-07,6,512.64,89.0,89.0,49.84,0.04
1714,Asia,Books,2020-08,2,30.72,16.0,16.0,10.4,0.04
1715,Asia,Books,2020-09,37,22110.14,622.0,610.0,327.748,0.06
1716,Asia,Books,2020-10,10,1515.3,146.0,146.0,74.77,0.07500000000000001
1717,Asia,Books,2020-11,7,6558.719999999999,976.0,976.0,429.44000000000005,0.04
1718,Asia,Books,2020-12,16,6734.28,453.0,453.0,299.85,0.045000000000000005
1719,Asia,Clothing,2016-01,8,3146.4,437.0,437.0,292.79,0.1
1720,Asia,Clothing,2016-02,9,1194.6,100.0,100.0,79.0,0.065
1721,Asia,Clothing,2016-03,15,8604.95,461.0,461.0,199.70999999999998,0.025
1722,Asia,Clothing,2016-04,36,19711.41,579.1666666666666,530.5,345.65000000000003,0.065
1723,Asia,Clothing,2016-05,7,3579.2999999999997,410.0,410.0,204.59,0.045
1724,Asia,Clothing,2016-06,2,1865.92,952.0,952.0,780.64,0.02
1725,Asia,Clothing,2016-07,8,5882.24,808.0,808.0,460.56,0.09
1726,Asia,Clothing,2016-08,12,7070.12,419.0,419.0,247.85999999999999,0.07
1727,Asia,Clothing,2016-10,15,10904.579999999998,599.6666666666666,770.0,347.77666666666664,0.03
1728,Asia,Clothing,2016-11,36,18454.51,518.1666666666666,574.5,235.94500000000002,0.08
1729,Asia,Clothing,2016-12,20,7272.12,306.75,286.0,163.7525,0.08
1730,Asia,Clothing,2017-01,14,7124.64,497.0,497.0,145.72,0.034999999999999996
1731,Asia,Clothing,2017-03,12,1190.87,131.0,90.5,83.3375,0.0225
1732,Asia,Clothing,2017-04,17,14489.82,905.5,905.5,468.61,0.055
1733,Asia,Clothing,2017-05,19,12544.2,670.0,943.0,533.26,0.049999999999999996
1734,Asia,Clothing,2017-06,16,7815.58,472.3333333333333,480.0,186.01666666666665,0.06
1735,Asia,Clothing,2017-07,7,2482.2,472.0,472.0,244.10999999999999,0.08
1736,Asia,Clothing,2017-08,7,1316.38,220.0,220.0,147.82,0.09
1737,Asia,Clothing,2017-09,14,5189.65,448.0,472.0,270.5,0.07333333333333333
1738,Asia,Clothing,2017-10,1,514.8000000000001,572.0,572.0,406.12,0.1
1739,Asia,Clothing,2017-11,5,4950.0,1000.0,1000.0,410.0,0.01
1740,Asia,Clothing,2017-12,26,11739.4,519.4,467.0,312.23,0.044
1741,Asia,Clothing,2018-01,2,943.9200000000001,513.0,513.0,400.14,0.08
1742,Asia,Clothing,2018-02,19,13572.82,648.6666666666666,929.0,297.9766666666667,0.056666666666666664
1743,Asia,Clothing,2018-03,2,25.2,14.0,14.0,9.8,0.1
1744,Asia,Clothing,2018-04,3,2165.4,802.0,802.0,376.94,0.1
1745,Asia,Clothing,2018-05,9,4300.44,534.5,534.5,250.93,0.04
1746,Asia,Clothing,2018-06,7,2654.2599999999998,353.5,353.5,152.23000000000002,0.055
1747,Asia,Clothing,2018-08,17,12433.400000000001,771.5,771.5,435.52,0.08
1748,Asia,Clothing,2018-09,9,6787.59,708.3333333333334,726.0,289.8233333333333,0.03
1749,Asia,Clothing,2018-10,19,3858.24,217.66666666666666,124.0,68.58333333333333,0.049999999999999996
1750,Asia,Clothing,2018-11,2,300.79999999999995,160.0,160.0,107.2,0.06
1751,Asia,Clothing,2018-12,21,9216.25,608.3333333333334,890.0,315.4766666666667,0.05333333333333334
1752,Asia,Clothing,2019-01,24,6824.459999999999,368.25,338.5,159.51,0.0375
1753,Asia,Clothing,2019-02,3,355.32,126.0,126.0,34.02,0.06
1754,Asia,Clothing,2019-04,5,4447.45,917.0,917.0,761.11,0.03
1755,Asia,Clothing,2019-05,1,462.69,477.0,477.0,209.88,0.03
1756,Asia,Clothing,2019-06,10,4782.4400000000005,568.0,568.0,207.19,0.065
1757,Asia,Clothing,2019-07,7,18.900000000000002,3.0,3.0,0.9900000000000002,0.1
1758,Asia,Clothing,2019-08,18,9279.75,627.5,706.0,304.86,0.0525
1759,Asia,Clothing,2019-10,35,18997.56,540.5,604.0,272.645,0.06
1760,Asia,Clothing,2019-12,1,549.63,591.0,591.0,472.8,0.07
1761,Asia,Clothing,2020-01,1,531.76,578.0,578.0,115.60000000000002,0.08
1762,Asia,Clothing,2020-02,9,7329.23,571.5,571.5,323.89500000000004,0.060000000000000005
1763,Asia,Clothing,2020-03,9,2954.3500000000004,343.6666666666667,361.0,172.08,0.06666666666666667
1764,Asia,Clothing,2020-05,1,881.36,958.0,958.0,344.88,0.08
1765,Asia,Clothing,2020-06,12,6351.18,538.0,538.0,235.78500000000003,0.015
1766,Asia,Clothing,2020-07,8,4617.2,595.0,595.0,440.3,0.03
1767,Asia,Clothing,2020-08,24,5806.3,286.0,164.0,111.77666666666669,0.06333333333333334
1768,Asia,Clothing,2020-09,12,1311.64,127.33333333333333,108.0,77.98666666666666,0.03666666666666667
1769,Asia,Clothing,2020-10,25,13202.46,649.25,803.0,369.0325,0.045
1770,Asia,Clothing,2020-11,10,1152.0,120.0,120.0,56.4,0.04
1771,Asia,Clothing,2020-12,7,5518.32,835.6666666666666,898.0,204.04,0.04666666666666667
1772,Asia,Computers,2016-01,15,7010.400000000001,501.0,501.0,395.58000000000004,0.08
1773,Asia,Computers,2016-02,8,1612.0,285.0,285.0,136.65,0.07
1774,Asia,Computers,2016-03,24,14898.64,587.0,594.5,442.6975,0.0675
1775,Asia,Computers,2016-04,15,7859.4,566.0,508.0,355.8433333333333,0.03666666666666667
1776,Asia,Computers,2016-06,1,107.8,110.0,110.0,24.200000000000003,0.02
1777,Asia,Computers,2016-07,12,4711.200000000001,400.3333333333333,381.0,290.7633333333333,0.043333333333333335
1778,Asia,Computers,2016-09,10,5922.7,645.0,645.0,421.98,0.08
1779,Asia,Computers,2016-10,11,6824.16,634.5,634.5,312.57,0.08
1780,Asia,Computers,2016-11,13,6436.29,476.6666666666667,501.0,167.95666666666668,0.06
1781,Asia,Computers,2016-12,13,6930.28,437.6666666666667,626.0,247.81666666666663,0.043333333333333335
1782,Asia,Computers,2017-01,34,14754.34,483.2,347.0,188.03,0.05
1783,Asia,Computers,2017-02,4,1658.12,453.5,453.5,141.58499999999998,0.08
1784,Asia,Computers,2017-03,16,10836.91,680.3333333333334,641.0,309.55333333333334,0.04
1785,Asia,Computers,2017-04,12,6132.0199999999995,597.3333333333334,549.0,251.93000000000004,0.03
1786,Asia,Computers,2017-05,7,3277.2099999999996,540.0,540.0,404.345,0.07
1787,Asia,Computers,2017-06,11,4099.4800000000005,290.5,290.5,150.2,0.055
1788,Asia,Computers,2017-07,6,3784.52,552.0,552.0,286.53999999999996,0.06
1789,Asia,Computers,2017-08,1,313.2,348.0,348.0,174.0,0.1
1790,Asia,Computers,2017-09,17,9990.720000000001,597.75,510.0,377.8275,0.04
1791,Asia,Computers,2017-10,9,3087.63,377.0,377.0,252.59,0.09
1792,Asia,Computers,2017-11,9,7460.280000000001,901.0,901.0,180.20000000000005,0.08
1793,Asia,Computers,2017-12,27,12405.3,504.0,438.0,258.49666666666667,0.04666666666666667
1794,Asia,Computers,2018-01,13,2976.6800000000003,334.0,259.0,208.28,0.0575
1795,Asia,Computers,2018-02,16,7508.040000000001,477.3333333333333,487.0,219.20333333333335,0.05000000000000001
1796,Asia,Computers,2018-03,9,3800.46,529.5,529.5,263.86,0.055
1797,Asia,Computers,2018-04,12,4753.719999999999,448.3333333333333,442.0,144.09666666666666,0.02666666666666667
1798,Asia,Computers,2018-05,13,6888.0,543.0,543.0,162.92000000000002,0.07
1799,Asia,Computers,2018-06,12,6748.64,561.75,483.0,298.0825,0.0525
1800,Asia,Computers,2018-09,15,7726.700000000001,547.3333333333334,688.0,315.6266666666667,0.05666666666666667
1801,Asia,Computers,2018-10,19,8316.78,489.6,456.0,373.70199999999994,0.068
1802,Asia,Computers,2018-12,20,11830.82,589.0,622.0,321.778,0.044
1803,Asia,Computers,2019-01,16,4690.11,460.0,404.5,188.97500000000002,0.0775
1804,Asia,Computers,2019-02,15,9611.14,484.3333333333333,672.0,215.59666666666666,0.06
1805,Asia,Computers,2019-03,17,14835.0,894.6666666666666,894.0,535.0566666666667,0.03
1806,Asia,Computers,2019-04,16,3524.16,238.0,238.0,129.66,0.07500000000000001
1807,Asia,Computers,2019-05,17,13484.579999999998,670.0,806.0,279.18,0.060000000000000005
1808,Asia,Computers,2019-06,9,5208.12,629.0,629.0,251.6,0.08
1809,Asia,Computers,2019-07,17,12068.06,561.3333333333334,806.0,237.04333333333332,0.03
1810,Asia,Computers,2019-09,19,10554.869999999999,539.3333333333334,465.0,371.39000000000004,0.04666666666666666
1811,Asia,Computers,2019-11,4,2599.8,575.5,575.5,243.28000000000003,0.07500000000000001
1812,Asia,Computers,2019-12,9,3274.8,517.5,517.5,232.15,0.08
1813,Asia,Computers,2020-01,12,6021.12,432.0,432.0,326.28000000000003,0.025
1814,Asia,Computers,2020-02,8,3509.7599999999998,457.0,457.0,347.32,0.04
1815,Asia,Computers,2020-03,5,1108.8,224.0,224.0,44.80000000000001,0.01
1816,Asia,Computers,2020-04,26,11582.68,518.3333333333334,479.0,329.03333333333336,0.049999999999999996
1817,Asia,Computers,2020-05,6,455.12,82.0,82.0,33.46,0.095
1818,Asia,Computers,2020-06,10,5523.74,722.0,722.0,572.785,0.05
1819,Asia,Computers,2020-07,16,11668.94,796.5,796.5,365.84000000000003,0.06
1820,Asia,Computers,2020-08,10,8236.8,832.0,832.0,624.0,0.01
1821,Asia,Computers,2020-09,28,12970.93,364.0,249.0,209.88000000000002,0.048
1822,Asia,Computers,2020-10,23,16579.5,745.6666666666666,690.0,455.82,0.05333333333333334
1823,Asia,Computers,2020-11,1,348.53000000000003,383.0,383.0,180.01,0.09
1824,Asia,Computers,2020-12,6,2401.2000000000003,435.0,435.0,147.89999999999998,0.08
1825,Asia,Electronics,2016-01,11,3795.84,324.0,324.0,168.85000000000002,0.055
1826,Asia,Electronics,2016-02,8,6465.6,898.0,898.0,332.26,0.1
1827,Asia,Electronics,2016-03,9,2713.7,505.5,505.5,174.45,0.02
1828,Asia,Electronics,2016-04,18,5585.05,429.0,431.0,116.69666666666666,0.049999999999999996
1829,Asia,Electronics,2016-05,16,11084.58,729.25,700.0,411.9375,0.0625
1830,Asia,Electronics,2016-08,5,2803.2999999999997,578.0,578.0,479.74,0.03
1831,Asia,Electronics,2016-09,25,15347.509999999998,511.5,563.0,287.7575,0.055
1832,Asia,Electronics,2016-10,14,5441.6,588.3333333333334,719.0,270.24,0.07
1833,Asia,Electronics,2016-11,19,8688.2,573.0,621.0,330.1166666666667,0.049999999999999996
1834,Asia,Electronics,2016-12,37,16349.800000000001,425.2857142857143,224.0,233.28714285714287,0.06857142857142857
1835,Asia,Electronics,2017-03,13,8770.22,585.0,585.0,448.79999999999995,0.075
1836,Asia,Electronics,2017-04,12,4718.099999999999,412.75,404.5,195.02249999999998,0.0625
1837,Asia,Electronics,2017-05,20,4792.13,250.66666666666666,160.0,167.57333333333335,0.04
1838,Asia,Electronics,2017-06,13,6567.3,579.0,544.0,299.2133333333333,0.08
1839,Asia,Electronics,2017-07,24,9951.75,386.25,386.0,206.25,0.0325
1840,Asia,Electronics,2017-09,19,10283.56,440.0,277.0,271.54333333333335,0.06999999999999999
1841,Asia,Electronics,2017-10,16,3612.0,229.5,229.5,64.545,0.015
1842,Asia,Electronics,2017-11,16,4114.17,253.0,326.0,178.92666666666665,0.07333333333333333
1843,Asia,Electronics,2017-12,4,2573.48,707.0,707.0,282.8,0.09
1844,Asia,Electronics,2018-01,9,3629.4300000000003,303.3333333333333,281.0,114.79333333333334,0.04
1845,Asia,Electronics,2018-02,12,5201.07,521.5,521.5,234.705,0.04
1846,Asia,Electronics,2018-03,4,1410.43,387.0,387.0,307.175,0.065
1847,Asia,Electronics,2018-04,18,10298.800000000001,582.0,582.0,295.865,0.09
1848,Asia,Electronics,2018-05,7,3910.14,439.5,439.5,325.5,0.055
1849,Asia,Electronics,2018-06,10,4408.65,287.5,287.5,126.0,0.055
1850,Asia,Electronics,2018-07,25,12932.73,555.5,678.5,220.925,0.0375
1851,Asia,Electronics,2018-08,22,15548.67,616.75,568.0,397.8675,0.037500000000000006
1852,Asia,Electronics,2018-09,10,2225.64,277.5,74.0,116.94,0.0575
1853,Asia,Electronics,2018-10,1,14.399999999999999,15.0,15.0,12.6,0.04
1854,Asia,Electronics,2018-11,20,11840.39,678.3333333333334,794.0,509.0533333333333,0.04
1855,Asia,Electronics,2018-12,11,4661.99,416.3333333333333,411.0,202.0566666666667,0.049999999999999996
1856,Asia,Electronics,2019-01,4,1643.12,437.0,437.0,345.23,0.06
1857,Asia,Electronics,2019-02,12,7998.66,711.0,711.0,510.05999999999995,0.07
1858,Asia,Electronics,2019-05,3,2805.8999999999996,995.0,995.0,537.3,0.06
1859,Asia,Electronics,2019-06,21,11530.85,520.0,425.0,171.23333333333332,0.056666666666666664
1860,Asia,Electronics,2019-07,8,1294.58,131.5,131.5,56.245,0.08
1861,Asia,Electronics,2019-08,8,1496.8799999999999,189.0,189.0,130.41,0.01
1862,Asia,Electronics,2019-09,28,10991.039999999999,501.75,369.5,198.17000000000002,0.0475
1863,Asia,Electronics,2019-11,6,4085.76,707.5,707.5,288.615,0.05
1864,Asia,Electronics,2019-12,15,9448.77,573.5,573.5,173.785,0.03
1865,Asia,Electronics,2020-01,20,15146.42,803.75,815.5,464.3575,0.065
1866,Asia,Electronics,2020-02,10,6011.6,643.0,643.0,233.94,0.055
1867,Asia,Electronics,2020-03,4,2868.32,788.0,788.0,472.8,0.09
1868,Asia,Electronics,2020-04,9,6146.19,710.0,710.0,348.65500000000003,0.045
1869,Asia,Electronics,2020-05,17,7077.27,492.0,492.0,200.325,0.06
1870,Asia,Electronics,2020-06,27,9188.619999999999,307.3333333333333,301.0,125.795,0.06
1871,Asia,Electronics,2020-07,23,15733.64,659.0,940.0,315.04,0.06666666666666667
1872,Asia,Electronics,2020-08,15,9731.58,689.0,689.0,209.14000000000004,0.045
1873,Asia,Electronics,2020-09,1,483.15999999999997,514.0,514.0,143.92000000000002,0.06
1874,Asia,Electronics,2020-10,18,8345.1,590.6666666666666,632.0,378.71333333333337,0.06333333333333334
1875,Asia,Electronics,2020-11,32,12659.3,436.2,367.0,191.87800000000001,0.05600000000000001
1876,Asia,Electronics,2020-12,7,2286.2000000000003,355.0,355.0,216.55,0.08
1877,Asia,Games,2016-01,20,12943.03,512.3333333333334,556.0,191.41,0.016666666666666666
1878,Asia,Games,2016-03,8,6424.33,793.5,793.5,278.64,0.035
1879,Asia,Games,2016-04,11,4563.93,490.6666666666667,359.0,211.55666666666664,0.04666666666666667
1880,Asia,Games,2016-05,7,1908.55,287.0,287.0,163.59,0.05
1881,Asia,Games,2016-06,1,418.95,441.0,441.0,255.78,0.05
1882,Asia,Games,2016-07,10,5980.8,623.0,623.0,492.17,0.04
1883,Asia,Games,2016-08,10,8827.0,970.0,970.0,388.0,0.09
1884,Asia,Games,2016-10,16,8628.15,544.3333333333334,521.0,299.15333333333336,0.05666666666666667
1885,Asia,Games,2016-11,10,8909.28,508.5,508.5,168.75500000000002,0.055
1886,Asia,Games,2017-01,10,4239.42,321.0,321.0,79.71000000000001,0.06
1887,Asia,Games,2017-05,7,4668.110000000001,717.6666666666666,665.0,358.09666666666664,0.06666666666666667
1888,Asia,Games,2017-06,15,11183.44,810.75,927.0,571.6025,0.04
1889,Asia,Games,2017-07,6,2187.82,331.0,331.0,152.285,0.09
1890,Asia,Games,2017-08,20,6706.24,387.0,401.0,207.25,0.07666666666666667
